arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,3775589.739326825
32.0,4.639,32768,2488915.916086761
32.0,5.649,4096,826375.6113910914
32.0,7.918,512,364781.22564764763
32.0,16.772,64,87089.46167016994
