arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,6213173.825000795
36.0,4.639,32768,470720.1961983361
36.0,5.649,4096,235344.43699820057
36.0,7.918,512,30513.13912071323
36.0,16.772,64,14358.054185717507
