arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,2742374.0183942816
38.0,4.639,32768,1332742.9322825163
38.0,5.649,4096,167080.54766489126
38.0,7.918,512,50282.746464368865
38.0,16.772,64,18652.358429968044
