arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,2875192.0571076637
30.0,4.639,32768,2391765.997064094
30.0,5.649,4096,1348480.4375562887
30.0,7.918,512,1274047.0413626805
30.0,16.772,64,220628.92126147015
