arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
28.0,4.073,262144,3508584.7158335797
28.0,4.639,32768,2005845.347991714
28.0,5.649,4096,5739608.785900307
28.0,7.918,512,3516225.584021594
28.0,16.772,64,4394429.010738938
