arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,1478179.3619107932
22.0,4.639,32768,4970189.018116715
22.0,5.649,4096,4844533.244861986
22.0,7.918,512,4542484.5842707055
22.0,16.772,64,4930360.38791253
