arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,15716526.705038171
32.0,4.639,32768,733474.9092545703
32.0,5.649,4096,251960.06316874904
32.0,7.918,512,100077.75000468385
32.0,16.772,64,37242.0356317965
