arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,1225205.505544682
26.0,4.639,32768,1388924.1245593654
26.0,5.649,4096,2981650.646111479
26.0,7.918,512,2674883.9285589573
26.0,16.772,64,2408515.6794409705
