arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,5565362.681961437
24.0,4.639,32768,7891884.987802597
24.0,5.649,4096,12271534.230748981
24.0,7.918,512,10785344.95620395
24.0,16.772,64,10795632.93932579
