arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,2924524.5491223014
28.0,4.639,32768,949852.3878282352
28.0,5.649,4096,1167040.4555344258
28.0,7.918,512,1625934.1031825368
28.0,16.772,64,1193383.7234481624
