arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
28.0,4.073,262144,1727496.1177794293
28.0,4.639,32768,685074.4080937486
28.0,5.649,4096,4167815.638371256
28.0,7.918,512,4359351.311536499
28.0,16.772,64,3553362.674203268
