arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,17440119.29983227
30.0,4.639,32768,289674.4721510682
30.0,5.649,4096,887536.9045403126
30.0,7.918,512,650861.9662632009
30.0,16.772,64,635790.0684895919
