arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
34.0,4.073,262144,5140542.8058533855
34.0,4.639,32768,1533163.6173549776
34.0,5.649,4096,525443.8874665876
34.0,7.918,512,71089.62588169951
34.0,16.772,64,36033.50957095354
