arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,480269.66574207036
36.0,4.639,32768,655894.0575527423
36.0,5.649,4096,321314.5521401108
36.0,7.918,512,81429.68036901533
36.0,16.772,64,23728.04975129646
