arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
28.0,4.073,262144,2782894.2301833895
28.0,4.639,32768,8283126.3605461195
28.0,5.649,4096,5291392.460769283
28.0,7.918,512,4419375.477810411
28.0,16.772,64,4203211.414016787
