arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,2112935.176334333
26.0,4.639,32768,6767339.716325241
26.0,5.649,4096,9636144.58721905
26.0,7.918,512,8541968.689974286
26.0,16.772,64,7395736.763179244
