arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,4818958.577819693
22.0,4.639,32768,3808609.400750227
22.0,5.649,4096,5119238.234149394
22.0,7.918,512,4374893.2687154785
22.0,16.772,64,5067647.064690575
