arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,277864.4168780882
34.0,4.639,32768,2121498.035159354
34.0,5.649,4096,369424.7106610493
34.0,7.918,512,59021.94008163405
34.0,16.772,64,25847.282719852778
