arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,8048306.522147501
36.0,4.639,32768,521236.7462679507
36.0,5.649,4096,265397.4752743515
36.0,7.918,512,71628.51377070448
36.0,16.772,64,23978.92024257973
