arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,10599341.582456196
38.0,4.639,32768,2353631.4509170717
38.0,5.649,4096,263216.251137729
38.0,7.918,512,54346.940226658575
38.0,16.772,64,17256.056762771732
