arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,7404171.862319175
36.0,4.639,32768,893346.3890736896
36.0,5.649,4096,148590.97754910964
36.0,7.918,512,48830.056911701424
36.0,16.772,64,16198.83168626676
