arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,7556805.816102926
20.0,4.639,32768,29494637.850747786
20.0,5.649,4096,18963400.31430848
20.0,7.918,512,17329528.55041781
20.0,16.772,64,17114924.752643846
