arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40.0,4.073,262144,1324005.5113669278
40.0,4.639,32768,2063305.6764539278
40.0,5.649,4096,205113.75767120058
40.0,7.918,512,52780.20922656522
40.0,16.772,64,16516.85959860409
