arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,284799.67147628526
36.0,4.639,32768,1048532.0176666043
36.0,5.649,4096,148832.8660377136
36.0,7.918,512,33577.99586038452
36.0,16.772,64,16377.485246520602
