arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,2064757.8576586165
36.0,4.639,32768,950104.6276731843
36.0,5.649,4096,420745.4372456105
36.0,7.918,512,77510.03007353307
36.0,16.772,64,25243.597940864136
