arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,3550528.985933082
26.0,4.639,32768,5149157.7971693585
26.0,5.649,4096,8020884.551797202
26.0,7.918,512,8647622.979575718
26.0,16.772,64,7611073.634823277
