arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,1215004.3170561164
26.0,4.639,32768,2393853.5969816535
26.0,5.649,4096,3809253.705766918
26.0,7.918,512,2579997.1029567067
26.0,16.772,64,2804032.480040308
