arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,1105717.5070581997
36.0,4.639,32768,1425658.9382443475
36.0,5.649,4096,397996.3514305125
36.0,7.918,512,66876.68793383834
36.0,16.772,64,24391.47143982913
