arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
28.0,4.073,262144,9308275.400834948
28.0,4.639,32768,5036600.468479409
28.0,5.649,4096,3631053.4264593245
28.0,7.918,512,4421956.325121156
28.0,16.772,64,4174428.6929966835
