arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,226290.10398822126
28.0,4.639,32768,1630309.189802965
28.0,5.649,4096,1388173.906858575
28.0,7.918,512,1319834.9865691543
28.0,16.772,64,1394056.4246611397
