arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,2613399.556948191
34.0,4.639,32768,1976211.6491208628
34.0,5.649,4096,190690.96986485753
34.0,7.918,512,86751.60993318798
34.0,16.772,64,28188.241254111617
