arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,16397605.577263895
32.0,4.639,32768,960790.361311457
32.0,5.649,4096,582643.5113995521
32.0,7.918,512,187921.4100175922
32.0,16.772,64,99420.13377581022
