arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,19609360.73709324
26.0,4.639,32768,16616420.30397477
26.0,5.649,4096,8116498.97468268
26.0,7.918,512,7703199.916797499
26.0,16.772,64,7513784.564187877
