arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,1669382.5106023485
32.0,4.639,32768,325161.10386084
32.0,5.649,4096,296594.0579023794
32.0,7.918,512,225974.77137061118
32.0,16.772,64,43922.17772378778
