arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,12186598.673125122
38.0,4.639,32768,672801.5596912659
38.0,5.649,4096,426737.78040970315
38.0,7.918,512,58490.24611847688
38.0,16.772,64,18259.170572619118
