arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,22578675.449827477
22.0,4.639,32768,17683386.96432041
22.0,5.649,4096,15470641.286075119
22.0,7.918,512,13498116.13218415
22.0,16.772,64,14128345.637581104
