arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,3458176.8316182154
24.0,4.639,32768,12353095.023434533
24.0,5.649,4096,13137576.542241685
24.0,7.918,512,10746730.293979514
24.0,16.772,64,10046216.653961629
