arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,16444072.915985351
24.0,4.639,32768,9228429.33103494
24.0,5.649,4096,10905046.24502652
24.0,7.918,512,10125465.55706813
24.0,16.772,64,10534270.599421253
