arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,1084125.1359524878
30.0,4.639,32768,2211063.0636440474
30.0,5.649,4096,387657.32298513333
30.0,7.918,512,802614.4899433352
30.0,16.772,64,617007.110629205
