arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,27127880.64671903
22.0,4.639,32768,11360731.083556639
22.0,5.649,4096,13284189.983505506
22.0,7.918,512,14195102.768789805
22.0,16.772,64,13882078.554161657
