arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,1708677.6914008681
40.0,4.639,32768,1010659.8844715268
40.0,5.649,4096,89347.47406614246
40.0,7.918,512,28524.098881472135
40.0,16.772,64,11205.554426265575
