arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,359100.8922990863
36.0,4.639,32768,1719547.5160829374
36.0,5.649,4096,265959.87027933367
36.0,7.918,512,57891.98860809672
36.0,16.772,64,24893.321795212465
