arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,25450919.19990164
26.0,4.639,32768,6778677.510434613
26.0,5.649,4096,6001499.04567109
26.0,7.918,512,7873429.704236521
26.0,16.772,64,6475032.196878946
