arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,4864998.925868227
24.0,4.639,32768,13194780.02162518
24.0,5.649,4096,11177775.004667297
24.0,7.918,512,10456283.467331594
24.0,16.772,64,10689065.797022816
