arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
34.0,4.073,262144,1225437.4278913632
34.0,4.639,32768,1875641.013545769
34.0,5.649,4096,267829.0366017098
34.0,7.918,512,96560.88731468865
34.0,16.772,64,34179.67630039817
