arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,849124.5998815486
40.0,4.639,32768,329198.77104722004
40.0,5.649,4096,88391.14555768581
40.0,7.918,512,36524.01470265831
40.0,16.772,64,12072.443456069695
