arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
34.0,4.073,262144,7218143.592400057
34.0,4.639,32768,911447.6240909293
34.0,5.649,4096,197980.92590449212
34.0,7.918,512,79521.76942825153
34.0,16.772,64,31006.70209809486
