arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40.0,4.073,262144,391092.9940781348
40.0,4.639,32768,663431.8928556269
40.0,5.649,4096,168435.8192398517
40.0,7.918,512,47597.97138534373
40.0,16.772,64,14943.119252686167
