arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,30745345.944627848
26.0,4.639,32768,9640381.366222138
26.0,5.649,4096,9070647.644395575
26.0,7.918,512,7949967.044453581
26.0,16.772,64,7191963.082206624
