arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,2340461.810748041
24.0,4.639,32768,2433395.8358518244
24.0,5.649,4096,4769755.362190288
24.0,7.918,512,3904825.004890872
24.0,16.772,64,3791832.374099757
