arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,10590909.90478344
22.0,4.639,32768,13272011.72039175
22.0,5.649,4096,15470557.62088972
22.0,7.918,512,13154580.107048837
22.0,16.772,64,13632716.800746467
