arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,3992835.8003833564
26.0,4.639,32768,3791210.346425532
26.0,5.649,4096,2412543.0323200454
26.0,7.918,512,2312847.1538493414
26.0,16.772,64,2402411.720856981
