arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,7399817.048144366
38.0,4.639,32768,1581791.357746653
38.0,5.649,4096,277447.1065987173
38.0,7.918,512,58629.222670951385
38.0,16.772,64,17788.373450093743
