frequency,RFDynamic_njobs25_mode0_L2_norm_flow_time,RFDynamic_njobs25_mode1_L2_norm_flow_time,RFDynamic_njobs25_mode2_L2_norm_flow_time,RFDynamic_njobs25_mode4_L2_norm_flow_time,RFDynamic_njobs25_mode8_L2_norm_flow_time,RFDynamic_njobs25_mode16_L2_norm_flow_time,RFDynamic_njobs25_mode0_maximum_flow_time,RFDynamic_njobs25_mode1_maximum_flow_time,RFDynamic_njobs25_mode2_maximum_flow_time,RFDynamic_njobs25_mode4_maximum_flow_time,RFDynamic_njobs25_mode8_maximum_flow_time,RFDynamic_njobs25_mode16_maximum_flow_time
2,479472.575006,479472.575006,479472.575006,479472.575006,479472.575006,479472.575006,10085.000000,10085.000000,10085.000000,10085.000000,10085.000000,10085.000000
32,1172817.903370,1172817.903370,1172817.903370,1172817.903370,1172817.903370,1172817.903370,19987.000000,19987.000000,19987.000000,19987.000000,19987.000000,19987.000000
4,200717.829497,200717.829497,200717.829497,200717.829497,200717.829497,200717.829497,3820.000000,3820.000000,3820.000000,3820.000000,3820.000000,3820.000000
8,391622.073824,391622.073824,391622.073824,391622.073824,391622.073824,391622.073824,8118.000000,8118.000000,8118.000000,8118.000000,8118.000000,8118.000000
4096,987515.298096,987515.298096,987515.298096,987515.298096,987515.298096,987515.298096,19074.000000,19074.000000,19074.000000,19074.000000,19074.000000,19074.000000
65536,2430111.911450,2430112.065606,2430111.911450,2430111.911450,2430111.911450,2430111.911450,49050.000000,49050.000000,49050.000000,49050.000000,49050.000000,49050.000000
16384,605857.386604,605857.386604,605857.386604,605857.386604,605857.386604,605857.386604,15121.000000,15121.000000,15121.000000,15121.000000,15121.000000,15121.000000
16,552692.362203,552388.323195,552692.362203,552692.362203,552692.362203,552692.362203,10103.000000,10103.000000,10103.000000,10103.000000,10103.000000,10103.000000
64,914746.969704,914746.969704,914746.969704,914746.969704,914746.969704,914746.969704,16672.000000,16672.000000,16672.000000,16672.000000,16672.000000,16672.000000
256,1261364.170526,1261364.170526,1261364.170526,1261364.170526,1261364.170526,1261364.170526,23140.000000,23140.000000,23140.000000,23140.000000,23140.000000,23140.000000
32768,1819117.892002,1819117.892002,1819117.892002,1819117.892002,1819117.892002,1819117.892002,31823.000000,31823.000000,31823.000000,31823.000000,31823.000000,31823.000000
2048,1274994.608765,1274994.608765,1274994.608765,1274994.608765,1274994.608765,1274994.608765,19620.000000,19620.000000,19620.000000,19620.000000,19620.000000,19620.000000
512,1131359.597556,1131359.597556,1131359.597556,1131359.597556,1131359.597556,1131359.597556,18878.000000,18878.000000,18878.000000,18878.000000,18878.000000,18878.000000
8192,1556373.179657,1556373.179657,1556373.179657,1556373.179657,1556373.179657,1556373.179657,30937.000000,30937.000000,30937.000000,30937.000000,30937.000000,30937.000000
128,1103503.216071,1103503.216071,1103503.216071,1103503.216071,1103503.216071,1103503.216071,18048.000000,18048.000000,18048.000000,18048.000000,18048.000000,18048.000000
1024,1785026.449405,1785026.449405,1785026.449405,1785026.449405,1785026.449405,1785026.449405,29193.000000,29193.000000,29193.000000,29193.000000,29193.000000,29193.000000
