frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
65536,47390.206541,47390.206541,47390.206541,47390.206541,47390.206541,47390.206541,2583.000000,2583.000000,2583.000000,2583.000000,2583.000000,2583.000000
32,725599.209510,725599.209510,725599.209510,725599.209510,725599.209510,725599.209510,13119.000000,13119.000000,13119.000000,13119.000000,13119.000000,13119.000000
2,335914.172068,335914.172068,335914.172068,335914.172068,335914.172068,335914.172068,7367.000000,7367.000000,7367.000000,7367.000000,7367.000000,7367.000000
8,371372.193561,371372.193561,371372.193561,371372.193561,371372.193561,371372.193561,7170.000000,7170.000000,7170.000000,7170.000000,7170.000000,7170.000000
16,582690.221871,582690.221871,582690.221871,582690.221871,582690.221871,582690.221871,11764.000000,11764.000000,11764.000000,11764.000000,11764.000000,11764.000000
4096,633400.411490,633400.411490,633400.411490,633400.411490,633400.411490,633400.411490,11491.000000,11491.000000,11491.000000,11491.000000,11491.000000,11491.000000
16384,1471775.457228,1471775.457228,1471775.457228,1471775.457228,1471775.457228,1471775.457228,25961.000000,25961.000000,25961.000000,25961.000000,25961.000000,25961.000000
1024,572859.477440,572859.477440,572859.477440,572859.477440,572859.477440,572859.477440,10959.000000,10959.000000,10959.000000,10959.000000,10959.000000,10959.000000
4,573131.055801,573131.055801,573131.055801,573131.055801,573131.055801,573131.055801,9112.000000,9112.000000,9112.000000,9112.000000,9112.000000,9112.000000
64,1038401.659009,1038401.659009,1038401.659009,1038401.659009,1038401.659009,1038401.659009,18525.000000,18525.000000,18525.000000,18525.000000,18525.000000,18525.000000
2048,1158136.153068,1158136.153068,1158136.153068,1158136.153068,1158136.153068,1158136.153068,21415.000000,21415.000000,21415.000000,21415.000000,21415.000000,21415.000000
256,997851.826787,997851.826787,997851.826787,997851.826787,997851.826787,997851.826787,16007.000000,16007.000000,16007.000000,16007.000000,16007.000000,16007.000000
512,1497230.879178,1497230.879178,1497230.879178,1497230.879178,1497230.879178,1497230.879178,24715.000000,24715.000000,24715.000000,24715.000000,24715.000000,24715.000000
8192,2169862.075567,2169862.075567,2169862.075567,2169862.075567,2169862.075567,2169862.075567,42848.000000,42848.000000,42848.000000,42848.000000,42848.000000,42848.000000
128,1087768.993110,1087768.993110,1087768.993110,1087768.993110,1087768.993110,1087768.993110,17834.000000,17834.000000,17834.000000,17834.000000,17834.000000,17834.000000
32768,3569891.695628,3569891.695628,3569891.695628,3569891.695628,3569891.695628,3569891.695628,56255.000000,56255.000000,56255.000000,56255.000000,56255.000000,56255.000000
