frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
64,752042.985318,13408.000000,752042.985318,13408.000000,752042.985318,13408.000000,752042.985318,13408.000000,752042.985318,13408.000000,752042.985318,13408.000000
8,533016.225036,7596.000000,533016.225036,7596.000000,533016.225036,7596.000000,533016.225036,7596.000000,533016.225036,7596.000000,533016.225036,7596.000000
512,1054864.049103,19442.000000,1054864.049103,19442.000000,1054864.049103,19442.000000,1054864.049103,19442.000000,1054864.049103,19442.000000,1054864.049103,19442.000000
32,877472.564160,12983.000000,877472.564160,12983.000000,877472.564160,12983.000000,877472.564160,12983.000000,877472.564160,12983.000000,877472.564160,12983.000000
1024,1191752.491111,22001.000000,1189930.915250,22001.000000,1191752.491111,22001.000000,1191752.491111,22001.000000,1191752.491111,22001.000000,1191752.491111,22001.000000
2,453775.395634,7413.000000,453775.395634,7413.000000,453775.395634,7413.000000,453775.395634,7413.000000,453775.395634,7413.000000,453775.395634,7413.000000
16,580918.116102,10007.000000,580918.116102,10007.000000,580918.116102,10007.000000,580918.116102,10007.000000,580918.116102,10007.000000,580918.116102,10007.000000
4,484849.705791,9812.000000,484849.705791,9812.000000,484849.705791,9812.000000,484849.705791,9812.000000,484849.705791,9812.000000,484849.705791,9812.000000
128,721885.560441,16039.000000,721935.423975,16039.000000,721885.560441,16039.000000,721885.560441,16039.000000,721885.560441,16039.000000,721885.560441,16039.000000
256,1184623.695902,20522.000000,1184623.695902,20522.000000,1184623.695902,20522.000000,1184623.695902,20522.000000,1184623.695902,20522.000000,1184623.695902,20522.000000
8192,2439620.003926,42094.000000,2438655.244865,42094.000000,2439620.003926,42094.000000,2439620.003926,42094.000000,2439620.003926,42094.000000,2439620.003926,42094.000000
4096,1514382.259340,27133.000000,1496562.901349,29794.000000,1513705.478416,27133.000000,1514382.259340,27133.000000,1514382.259340,27133.000000,1514382.259340,27133.000000
16384,1822188.574544,33072.000000,1822188.574544,33072.000000,1822188.574544,33072.000000,1822188.574544,33072.000000,1822188.574544,33072.000000,1822188.574544,33072.000000
2048,1544881.618266,23671.000000,1542451.899129,23671.000000,1544881.618266,23671.000000,1544881.618266,23671.000000,1544881.618266,23671.000000,1544881.618266,23671.000000
32768,2265164.394393,31656.000000,2265164.394393,31656.000000,2265164.394393,31656.000000,2265164.394393,31656.000000,2265164.394393,31656.000000,2265164.394393,31656.000000
65536,4336783.108531,68350.000000,4243121.154375,68369.000000,4336008.760427,68350.000000,4336783.108531,68350.000000,4336783.108531,68350.000000,4336783.108531,68350.000000
