frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,391540.111445,391540.111445,391540.111445,391540.111445,391540.111445,391540.111445
4,394917.501405,394917.501405,394917.501405,394917.501405,394917.501405,394917.501405
512,970207.335905,970207.335905,970207.335905,970207.335905,970207.335905,970207.335905
8,643443.058609,643443.058609,643443.058609,643443.058609,643443.058609,643443.058609
65536,1254554.159286,1261090.161911,1261090.161911,1261090.161911,1261090.161911,1261090.161911
16,483184.030975,483184.030975,483184.030975,483184.030975,483184.030975,483184.030975
128,944544.333949,944544.333949,944544.333949,944544.333949,944544.333949,944544.333949
8192,915135.923309,918326.650457,918326.650457,918326.650457,918326.650457,918326.650457
32,868065.701770,868065.701770,868065.701770,868065.701770,868065.701770,868065.701770
64,1204817.944846,1204817.944846,1204817.944846,1204817.944846,1204817.944846,1204817.944846
1024,1216544.687433,1217610.816717,1217610.816717,1217615.995868,1217615.995868,1217610.816717
256,1208726.968492,1210319.903811,1210319.903811,1210319.903811,1210319.903811,1210319.903811
2048,1219523.182896,1220592.578064,1220592.578064,1220592.578064,1220592.578064,1220592.578064
16384,1857370.055579,1857370.055579,1861082.259624,1861082.259624,1861082.259624,1861082.259624
4096,1533554.686821,1537914.560177,1537914.560177,1537914.560177,1537731.359348,1537914.560177
32768,3199820.238162,3239955.756995,3239955.756995,3239955.756995,3239955.756995,3239955.756995
