frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32768,723560.749429,737293.498827,765667.199869,765667.199869,765667.199869,765667.199869
4,450798.538922,450670.437179,450670.437179,450670.437179,450670.437179,450670.437179
8,425436.114454,425561.244086,425561.244086,425561.244086,425561.244086,425561.244086
2,559091.006173,559091.006173,559091.006173,559091.006173,559091.006173,559091.006173
16,536732.671200,538455.466450,538455.466450,538455.466450,538455.466450,538455.466450
4096,466399.105821,468415.947449,468415.947449,468415.947449,468415.947449,468415.947449
512,1155907.271572,1155907.271572,1155907.271572,1155907.271572,1155907.271572,1155907.271572
32,841462.316790,850400.325920,850400.325920,850400.325920,850400.325920,850400.325920
65536,1357102.829489,1357102.829489,1357102.829489,1357102.829489,1357102.829489,1357102.829489
8192,957134.030386,956973.598169,957980.180013,957980.180013,957980.180013,957980.180013
64,888969.535522,889810.717083,889810.717083,889810.717083,889810.717083,889810.717083
128,1147951.786137,1148597.337910,1148597.337910,1148597.337910,1148597.337910,1148597.337910
16384,1265824.564468,1266295.904982,1266190.016366,1266190.016366,1266190.016366,1266291.123649
1024,1384654.840916,1394586.152145,1394586.152145,1394586.152145,1394586.152145,1394586.152145
256,1329875.305690,1329875.305690,1329875.305690,1329875.305690,1329875.305690,1329875.305690
2048,1308921.799980,1318382.982487,1318382.982487,1318382.982487,1318382.982487,1318382.982487
