frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
2,339300.310743,19218.000000,339300.310743,19218.000000,339300.310743,19218.000000,339300.310743,19218.000000,339300.310743,19218.000000,339300.310743,19218.000000
512,925246.856177,26950.000000,925246.856177,26950.000000,925246.856177,26950.000000,925246.856177,26950.000000,925246.856177,26950.000000,925246.856177,26950.000000
4,483984.370547,8069.000000,483984.370547,8069.000000,483984.370547,8069.000000,483984.370547,8069.000000,483984.370547,8069.000000,483984.370547,8069.000000
128,1332932.771866,24750.000000,1332932.771866,24750.000000,1332932.771866,24750.000000,1332932.771866,24750.000000,1332932.771866,24750.000000,1332932.771866,24750.000000
1024,1023484.321830,20865.000000,1023484.321830,20865.000000,1023484.321830,20865.000000,1023484.321830,20865.000000,1023484.321830,20865.000000,1023484.321830,20865.000000
2048,1921105.640119,30755.000000,1921105.640119,30755.000000,1921105.640119,30755.000000,1921105.640119,30755.000000,1921105.640119,30755.000000,1921105.640119,30755.000000
16384,1526859.706932,32641.000000,1526859.706932,32641.000000,1526859.706932,32641.000000,1526859.706932,32641.000000,1526859.706932,32641.000000,1526859.706932,32641.000000
32768,1052900.954523,26356.000000,1052900.954523,26356.000000,1052900.954523,26356.000000,1052900.954523,26356.000000,1052900.954523,26356.000000,1052900.954523,26356.000000
256,1204714.807126,24244.000000,1204714.807126,24244.000000,1204714.807126,24244.000000,1204714.807126,24244.000000,1204714.807126,24244.000000,1204714.807126,24244.000000
8192,1717540.251915,31259.000000,1717540.251915,31259.000000,1717540.251915,31259.000000,1717540.251915,31259.000000,1717540.251915,31259.000000,1717540.251915,31259.000000
32,545909.796349,11282.000000,545909.796349,11282.000000,545909.796349,11282.000000,545909.796349,11282.000000,545909.796349,11282.000000,545909.796349,11282.000000
64,977364.388737,19146.000000,977364.388737,19146.000000,977364.388737,19146.000000,977364.388737,19146.000000,977364.388737,19146.000000,977364.388737,19146.000000
16,748301.081297,25421.000000,748301.081297,25421.000000,748301.081297,25421.000000,748301.081297,25421.000000,748301.081297,25421.000000,748301.081297,25421.000000
8,571910.689288,21074.000000,571910.689288,21074.000000,571910.689288,21074.000000,571910.689288,21074.000000,571910.689288,21074.000000,571910.689288,21074.000000
4096,2074094.945783,32697.000000,2074094.945783,32697.000000,2074094.945783,32697.000000,2074094.945783,32697.000000,2074094.945783,32697.000000,2074094.945783,32697.000000
65536,3665630.867281,66471.000000,3665630.867281,66471.000000,3665630.867281,66471.000000,3665630.867281,66471.000000,3665630.867281,66471.000000,3665630.867281,66471.000000
