frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,168967.640071,168967.640071,168967.640071,168967.640071,168967.640071,168967.640071
4,397560.158342,397560.158342,397560.158342,397560.158342,397560.158342,397560.158342
2,363418.833209,363418.833209,363418.833209,363418.833209,363418.833209,363418.833209
16,738343.892129,738343.892129,738343.892129,738343.892129,738343.892129,738343.892129
32,588215.871126,588215.871126,588215.871126,588215.871126,588215.871126,588215.871126
64,857463.103394,857463.103394,857463.103394,857463.103394,857463.103394,857463.103394
128,847798.652787,847798.652787,847798.652787,847798.652787,847798.652787,847798.652787
1024,1058116.190847,1058116.190847,1058116.190847,1058116.190847,1058116.190847,1058116.190847
2048,1156814.652096,1157347.491148,1157347.491148,1157347.491148,1157347.491148,1157347.491148
8192,1600484.398508,1603056.799551,1603056.799551,1603056.799551,1603056.799551,1603056.799551
256,988323.935629,988323.935629,988323.935629,988323.935629,988323.935629,988323.935629
512,837602.418450,837565.368872,837565.368872,837602.418450,837602.418450,837565.368872
16384,1016850.336162,1016850.336162,1016850.336162,1016850.336162,1016850.336162,1016850.336162
4096,1481057.573803,1486770.391403,1486770.391403,1486770.391403,1486770.391403,1486770.391403
65536,1535399.474155,1543169.279258,1543169.279258,1543169.279258,1543169.279258,1543169.279258
32768,1656860.544300,1656860.544300,1656860.544300,1656860.544300,1656860.544300,1656860.544300
