frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32768,314439.881788,314298.736067,314219.133907,314219.133907,314219.133907,314219.133907
16384,1310658.850737,1310715.492157,1310715.492157,1310715.492157,1310715.492157,1310715.492157
16,571033.333337,572990.819734,572990.819734,572990.819734,572990.819734,572990.819734
4,634319.208413,634229.387566,634229.387566,634229.387566,634229.387566,634229.387566
2,638974.105546,638974.105546,638974.105546,638974.105546,638974.105546,638974.105546
64,967209.914819,972797.355747,972797.355747,972797.355747,972797.355747,972797.355747
8,684970.971532,684970.971532,684970.971532,684970.971532,684970.971532,684970.971532
65536,1047165.729315,1049911.356878,1049911.356878,1049911.356878,1049911.356878,1049911.356878
32,1247592.370327,1247592.370327,1247592.370327,1247592.370327,1247592.370327,1247592.370327
128,892753.085883,893822.303124,893822.303124,893822.303124,893822.303124,893822.303124
1024,1384640.709889,1397396.551469,1397396.551469,1397396.551469,1397396.551469,1397396.551469
512,1319460.388201,1324707.099586,1324707.099586,1324707.099586,1324707.099586,1324707.099586
2048,1338262.758157,1351986.482370,1351978.090924,1351986.482370,1351986.482370,1351978.090924
4096,1497961.573343,1499630.947989,1511271.552926,1511271.552926,1511271.552926,1511271.552926
256,1636288.930102,1636654.068075,1636654.068075,1636654.068075,1636654.068075,1636654.068075
8192,2097131.476805,2112992.547451,2112992.547451,2112992.547451,2112992.547451,2112992.547451
