frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
65536,268678.363617,6792.000000,266274.642709,6792.000000,268693.549249,6792.000000,268678.363617,6792.000000,268678.363617,6792.000000,268678.363617,6792.000000
4,410207.924998,6868.000000,409136.965729,8023.000000,410222.107213,6868.000000,410207.924998,6868.000000,410207.924998,6868.000000,410207.924998,6868.000000
2,420108.094091,7180.000000,419879.633249,7180.000000,420166.363722,7180.000000,420108.094091,7180.000000,420108.094091,7180.000000,420108.094091,7180.000000
32768,740879.250425,22697.000000,734702.625498,22697.000000,739255.706884,22697.000000,740879.250838,22697.000000,740879.250425,22697.000000,740879.250425,22697.000000
8,643049.971313,12206.000000,642417.067494,12206.000000,642835.374021,12206.000000,643049.971313,12206.000000,643049.971313,12206.000000,643049.971313,12206.000000
256,987889.645914,17508.000000,983984.056848,17508.000000,987889.645914,17508.000000,987889.645914,17508.000000,987889.645914,17508.000000,987889.645914,17508.000000
1024,1043872.862247,21399.000000,1041786.110331,21399.000000,1043612.779659,21399.000000,1043872.862247,21399.000000,1043872.862247,21399.000000,1043872.862247,21399.000000
128,1023410.967846,17972.000000,1014921.231865,17972.000000,1022627.530114,17972.000000,1023410.967846,17972.000000,1023410.967846,17972.000000,1023410.967846,17972.000000
16,979886.429644,14921.000000,976824.041348,15998.000000,979886.429644,14921.000000,979886.429644,14921.000000,979886.429644,14921.000000,979886.429644,14921.000000
512,1002555.713494,15414.000000,991647.316316,27630.000000,1000013.741246,15414.000000,1002555.713494,15414.000000,1002555.713494,15414.000000,1002555.713494,15414.000000
32,916739.692627,12967.000000,912720.011219,13095.000000,916739.692627,12967.000000,916739.692627,12967.000000,916739.692627,12967.000000,916739.692627,12967.000000
16384,848415.652430,14937.000000,840784.749656,21533.000000,844560.891370,16345.000000,848415.652430,14937.000000,848415.652430,14937.000000,848415.652430,14937.000000
64,1156933.362604,22036.000000,1146998.737921,22036.000000,1156933.362604,22036.000000,1156933.362604,22036.000000,1156933.362604,22036.000000,1156933.362604,22036.000000
4096,1144149.684226,19085.000000,1135453.205126,19469.000000,1143988.047003,19085.000000,1144149.684226,19085.000000,1144149.684226,19085.000000,1144149.684226,19085.000000
2048,1380867.490472,24442.000000,1363721.628245,25971.000000,1380867.490472,24442.000000,1380867.490472,24442.000000,1380867.490472,24442.000000,1380867.490472,24442.000000
8192,1911111.879139,35124.000000,1893620.532213,35124.000000,1900289.653163,35124.000000,1911111.879139,35124.000000,1911111.879139,35124.000000,1911111.879139,35124.000000
