frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
4,97047.711380,3302.000000,97047.711380,3302.000000,97047.711380,3302.000000,97047.711380,3302.000000,97047.711380,3302.000000,97047.711380,3302.000000
2,417298.260545,6933.000000,417298.260545,6933.000000,417298.260545,6933.000000,417298.260545,6933.000000,417298.260545,6933.000000,417298.260545,6933.000000
8,338935.933513,6161.000000,338935.933513,6161.000000,338935.933513,6161.000000,338935.933513,6161.000000,338935.933513,6161.000000,338935.933513,6161.000000
8192,370126.027012,7766.000000,370352.265827,8562.000000,370126.027012,7766.000000,370126.027012,7766.000000,370126.027012,7766.000000,370126.027012,7766.000000
64,819064.240166,13411.000000,819064.240166,13411.000000,819064.240166,13411.000000,819064.240166,13411.000000,819064.240166,13411.000000,819064.240166,13411.000000
65536,1042631.398173,20843.000000,1038078.476797,20843.000000,1042631.398173,20843.000000,1042631.398173,20843.000000,1042631.398173,20843.000000,1042631.398173,20843.000000
16384,1198421.480798,22837.000000,1191624.463942,24193.000000,1198421.480798,22837.000000,1198421.480798,22837.000000,1198421.480798,22837.000000,1198421.480798,22837.000000
16,858624.169340,14544.000000,858624.169340,14544.000000,858624.169340,14544.000000,858624.169340,14544.000000,858624.169340,14544.000000,858624.169340,14544.000000
256,942402.404089,15216.000000,942402.404089,15216.000000,942402.404089,15216.000000,942402.404089,15216.000000,942402.404089,15216.000000,942402.404089,15216.000000
128,906546.831310,17450.000000,906546.831310,17450.000000,906546.831310,17450.000000,906546.831310,17450.000000,906546.831310,17450.000000,906546.831310,17450.000000
2048,1035720.140439,21118.000000,1035774.045899,21118.000000,1035720.140439,21118.000000,1035720.140439,21118.000000,1035720.140439,21118.000000,1035720.140439,21118.000000
1024,1099743.882475,20067.000000,1099866.209940,20067.000000,1099743.882475,20067.000000,1099743.882475,20067.000000,1099743.882475,20067.000000,1099743.882475,20067.000000
512,1187254.122708,19985.000000,1187254.122708,19985.000000,1187254.122708,19985.000000,1187254.122708,19985.000000,1187254.122708,19985.000000,1187254.122708,19985.000000
32,1075115.202315,16020.000000,1075115.202315,16020.000000,1075115.202315,16020.000000,1075115.202315,16020.000000,1075115.202315,16020.000000,1075115.202315,16020.000000
4096,1749720.753555,27783.000000,1749013.166714,27783.000000,1749720.753555,27783.000000,1749720.753555,27783.000000,1749720.753555,27783.000000,1749720.753555,27783.000000
32768,3013387.247024,43710.000000,2992342.488294,45499.000000,3013387.247024,43710.000000,3013387.247024,43710.000000,3013387.247024,43710.000000,3013387.247024,43710.000000
