frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
32768,965245.834228,23459.000000,956322.195834,23459.000000,965245.881566,23459.000000,965245.834228,23459.000000,965245.834228,23459.000000,965245.834228,23459.000000
16,412186.845033,8533.000000,410449.449000,9561.000000,411027.813379,9561.000000,412186.845033,8533.000000,412186.845033,8533.000000,412186.845033,8533.000000
2,486506.078827,8180.000000,485574.055930,8244.000000,486506.078827,8180.000000,486506.078827,8180.000000,486506.078827,8180.000000,486506.078827,8180.000000
4096,740978.933283,13098.000000,731096.700837,13737.000000,732209.370849,14238.000000,740956.794341,13098.000000,740978.933283,13098.000000,740978.933283,13098.000000
128,831144.632562,16741.000000,825610.249727,16741.000000,831144.632562,16741.000000,831144.632562,16741.000000,831144.632562,16741.000000,831144.632562,16741.000000
8,724115.140117,12132.000000,722748.090463,12132.000000,723905.574041,12132.000000,724115.140117,12132.000000,724115.140117,12132.000000,724115.140117,12132.000000
32,906655.142364,15788.000000,903329.768206,29617.000000,906655.142364,15788.000000,906655.142364,15788.000000,906655.142364,15788.000000,906655.142364,15788.000000
4,754426.220338,10941.000000,750678.217851,13344.000000,753769.839583,10941.000000,754426.220338,10941.000000,754426.220338,10941.000000,754426.220338,10941.000000
1024,1026436.876429,16327.000000,1016886.112669,18967.000000,1025197.222752,16327.000000,1026439.959066,16327.000000,1026436.876429,16327.000000,1026436.876429,16327.000000
512,1290218.042244,21014.000000,1280741.038947,21340.000000,1290132.269998,21014.000000,1290218.042244,21014.000000,1290218.042244,21014.000000,1290218.042244,21014.000000
256,1311462.025555,21745.000000,1303181.765566,21745.000000,1311462.025555,21745.000000,1311462.025555,21745.000000,1311462.025555,21745.000000,1311462.025555,21745.000000
64,969211.981170,12822.000000,965559.402016,12972.000000,969211.981170,12822.000000,969211.981170,12822.000000,969211.981170,12822.000000,969211.981170,12822.000000
8192,2059469.942248,32382.000000,2054106.997898,32382.000000,2059470.178836,32382.000000,2059469.942248,32382.000000,2059469.942248,32382.000000,2059469.942248,32382.000000
16384,995761.659633,21178.000000,994920.137000,21178.000000,995761.659633,21178.000000,995761.659633,21178.000000,995761.659633,21178.000000,995761.659633,21178.000000
2048,1817381.599264,32778.000000,1778275.769878,32778.000000,1811994.520764,32778.000000,1817381.599264,32778.000000,1817381.599264,32778.000000,1817381.599264,32778.000000
65536,2333267.017544,33200.000000,2312044.809949,34624.000000,2322667.630187,34624.000000,2333267.017544,33200.000000,2333267.017544,33200.000000,2333267.017544,33200.000000
